username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,sadness,tentative,analytical,joy,confident,fear,anger
lorduknowhu,"istp, manga & anime aficionado, gamer",united states,446,41,1001,2015-04-08 12:58:58,2020-06-21 04:15:20,10698,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
GuttieRotten,"auburn man & graduate / hater of all forms of tyranny / love my wife, baby boy, fam & friends / war eagle & go bears!!!",mobile,325,162,4730,2011-12-22 00:37:33,2020-06-23 01:09:55,7386,"I just got off the phone with one of my parents. Their friend had a death in the family and the Dallas hospital asked them if they could code the death as covid-19. Of course they said no because he did NOT test + for it. 

Dallas hospitals lying about deaths. Sad.",[],[],"get phone one parent friend death family dallas hospital ask could code death course say test 

dallas hospital lie death sad","[{'sentence_id': 0, 'text': 'get phone one parent friend death family dallas hospital ask could code death course say test ', 'tones': [{'score': 0.795245, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'dallas hospital lie death sad', 'tones': [{'score': 0.862413, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]","[{'score': 0.872357, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,,
AVOCADO61576620,maga conservative save sovereignty everywhere! no direct messages,n.a,1459,975,11745,2018-06-13 04:12:19,2020-06-22 02:12:57,56,@JonathanNightf2 Do you know anyone who has had Covid-19?,[],['@JonathanNightf2'],know anyone,,"[{'score': 0.998976, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
DanniellleMerc,feminist,n.a,158,149,2221,2012-10-27 21:23:19,2020-06-23 01:07:54,41176,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
danisanerd,"nursing student, science & history nerd, expat/immigrant, antiracist, urbanist, first gen educated & global, american from appalachia/canadian pr",toronto,5004,757,24307,2013-01-18 20:15:52,2020-06-22 02:14:34,23,"Excellent article on superspreader events with a beautiful interactive infographic:  

https://t.co/I5XSA32h2U

And, yes, schools and dormitories are in there.  Important info for reopening schools and universities in Ontario.",[],[],"excellent article superspreader event beautiful interactive infographic 



and yes school dormitory important info reopen school university ontario","[{'sentence_id': 0, 'text': 'excellent article superspreader event beautiful interactive infographic ', 'tones': [{'score': 0.860688, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': '', 'tones': []}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'and yes school dormitory important info reopen school university ontario', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.87097, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.726585, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
carlatodd2,"#resister #patriotic #democrat love my husband @rabideauscott , am struggling with #amyliodosis , #lupus, #fibromyalgia, and advanced #arthritis. pray 4 change!","california, usa",4995,2427,248507,2012-03-23 16:23:31,2020-06-22 03:40:40,75,"1/3 of AZ’s #COVID cases came in last week. Every new case is someone’s loved one—we must not become desensitized. Elected officials should send the strongest message possible, in both their words and actions, that our fight against this virus is not over. #MaskUpAZ @CNNSitRoom https://t.co/evhwDI7HO8",['covid'],['@CNNSitRoom'],az’s case come last week every new case someone’s love one—we must become desensitized elected official send strong message possible word action fight virus,,"[{'score': 0.549673, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
isabelvalen,killer boots man.,"moorpark, ca",334,362,20544,2013-03-14 22:55:42,2020-06-22 03:20:06,7308,"The Trump campaign said recently that over one million tickets were requested for the Tulsa rally, the first rally in months due to covid-19. 

Trump proclaimed that there wouldn’t be an empty seat. 

I’ll let this video inside the rally speak for itself. https://t.co/se6er6j49m",[],[],"trump campaign say recently one million ticket request tulsa rally first rally month due 

trump proclaim wouldn’t empty seat 

i’ll let video inside rally speak","[{'sentence_id': 0, 'text': 'trump campaign say recently one million ticket request tulsa rally first rally month due ', 'tones': [{'score': 0.50374, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'trump proclaim wouldn’t empty seat ', 'tones': [{'score': 0.603179, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.944551, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'i’ll let video inside rally speak', 'tones': []}]","[{'score': 0.556996, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.716755, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
BondMotu,n.a,n.a,1073,60,30296,2018-11-07 23:09:39,2020-06-22 01:19:45,6459,"There were so many directions he could have gone- Covid-19, unemployment, the murder of George Floyd, systemic racism, global warming, etc. Instead he chose the ‘whiny victim’ route. THIS is our president????? We deserve better. Register to vote. https://t.co/zMdYhSBOMh",[],[],many direction could go unemployment murder george floyd systemic racism global warm etc instead chose ‘whiny victim’ route president deserve good register vote,,[],,,,,,,
DivyaSi67488116,#student#traveller#explorer#social activist..!,"वाराणसी, भारत",123,8,134,2019-05-15 14:34:40,2020-06-22 01:40:45,42,Mumbai builder hands over 19-storey building for #COVID19 facility https://t.co/7pCFHRlVWo https://t.co/GFL7bGqF1b,['covid19'],[],mumbai builder hand building facility,,[],,,,,,,
AngelDnc2,"#environmentalengineer #artist #hiker i ❤ #scifi #actionadv #supernatural #history
ig: angela__duncan",united states,244,1411,48835,2011-07-04 02:14:40,2020-06-21 03:40:27,10490,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
clpearce,japanese-english translator of technical materials 日英翻訳者,"seaside, seto inland sea",150,613,558,2011-08-12 07:36:43,2020-06-22 02:31:29,0,The mystery gets more mysterious. https://t.co/dES3BhWsqw,[],[],mystery get mysterious,,"[{'score': 0.994446, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,,
PhatSo90,i made twitter to stalk people........,somewhere in asia,677,103,31384,2015-11-14 17:25:53,2020-06-20 02:56:34,303,"Thanks a lot jackasses, due to the spike in Corona Virus cases in the state, visitation at the hospital has been cut off completely. Hope brunch at that bar and grill was worth it, you selfish fucks. Eat a bag of dicks.",[],[],thanks lot jackass due spike corona virus case state visitation hospital cut completely hope brunch bar grill worth selfish fuck eat bag dick,,"[{'score': 0.597553, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
MYMA_Solutions,"environment, energy, urban & transportation geog #energy #transportation #socialgeo #urbangeography #greaterny #consultant #professor #immigrant #equality #veg",new york metropolitan area,689,103,359,2019-03-21 14:03:30,2020-06-22 03:39:52,0,Opinion | Father's Day feels weird now that quarantining showed me my wife's a much better parent https://t.co/Rgu04xplwD via @NBCNewsTHINK,[],['@NBCNewsTHINK'],opinion father's day feel weird quarantine show wife's much well parent via,,"[{'score': 0.514034, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,,
kthorton,"#maga,#kag,#2a cigar loving nc patriot (finally escaped ca)  fb @genflynn & @iwashington, ifbp
lying cheating dems & fake news suck! glorious trump victory 2020",western nc,14169,13919,34492,2009-08-02 01:14:48,2020-06-21 02:34:34,1259,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,,
trisiasico,addicted to progress.,mnl,354,487,22172,2013-07-16 12:45:56,2020-06-22 03:41:28,21,"Senator Risa Hontiveros says blaming Filipinos will only distract from the need to better the approach towards the pandemic. ""COVID-19 is first and foremost a health problem,"" the senator said in her tweet. https://t.co/eDfeV6o6Eg",[],[],senator risa hontiveros say blame filipino distract need good approach towards pandemic first foremost health problem senator say tweet,,"[{'score': 0.553567, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
FLpalmtree1,entrepreneur. environmentalist. citizen that cares about values & ethics. the truth matters. integrity first. grit & tenacity with honesty!,n.a,554,380,144825,2017-06-22 02:56:16,2020-06-22 02:14:09,39685,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,,
mayrepek,n.a,n.a,108,13,2696,2019-09-18 16:33:21,2020-06-20 03:10:03,98,"1/Earlier this month, the Ministry of Manpower made it an offence for all workers living in dormitories, to leave their premises without the employer's or the MOM's permission. This is regardless of whether they are infected with the Corona virus.",[],[],month ministry manpower make offence worker live dormitory leave premise without employer's mom's permission regardless whether infect corona virus,,"[{'score': 0.635961, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
grace_enright,point boro//mu ‘22,08742,622,450,3454,2014-05-05 21:03:41,2020-06-23 01:27:00,46108,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
olardj_,focus on what you want.,france,73,139,266,2015-09-28 07:09:47,2020-06-22 03:38:03,26651,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
AlynneA67,a canadian praying for change & praying for america. #blacklivesmatter #alllivesmatter #fbr,"winnipeg, manitoba",461,162,18099,2020-04-14 00:05:08,2020-06-20 02:01:06,651,Trump's Tulsa rally should be called the COVID-19 rally because it will boost the virus more than Trump.,[],[],trump's tulsa rally call rally boost virus trump,,[],,,,,,,
FelizFlorecita1,we the people have the power. we are winning and will never give up!!,n.a,4600,2855,159247,2015-01-24 02:50:35,2020-06-22 02:11:39,730,"Cabal driven COVID Lockdowns are being used to halt grand juries using 'close proximity' mandated restrictions and to halt travel of called witnesses allowing them to legally opt out with the ""I do not feel comfortable or safe traveling due to COVID-19 health concerns."" excuse.",[],[],cabal driven covid lockdown use halt grand jury use close proximity mandate restriction halt travel call witness allow legally opt feel comfortable safe travel due health concern excuse,,"[{'score': 0.858259, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
LindaTallons,"#labour member  🌹socialist 🌹#blm.
animal and wildlife supporter   
love all that's good/honest/true",selby north yorkshire,4973,4252,79916,2012-09-16 06:29:19,2020-06-20 02:01:53,22831,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
acab1312etr,"black lives matter, eat the rich, fuck ice, and be kind to your friends","houston, tx",145,242,2960,2018-06-14 17:33:24,2020-06-22 02:32:47,40447,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,,
MercoPressNews,"read news, stories and insight analysis from latin america and mercosur. politics, economy, business and investments in south america.",n.a,3408,3979,49276,2009-03-09 19:39:48,2020-06-22 02:32:26,0,Waste water analysis in Europe advance the Covid 19 pandemic two/three months before fist reported cases https://t.co/JCMKAd0idG,[],[],waste water analysis europe advance covid pandemic two/three month fist report case,,"[{'score': 0.602517, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.874319, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
fatin_fn,busy fangirling and watching football,n.a,434,532,43252,2011-12-07 09:43:20,2020-06-22 02:31:11,29366,"That smile when you succeed saving 31 million people.. thank you so much frontliners, doctors and every party that took part in fighting Covid-19 for our nation. https://t.co/UAuO36jynX",[],[],smile succeed save million people thank much frontliners doctor every party take part fight nation,,"[{'score': 0.868524, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.587989, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,1.0,1.0,,
bjenpaul,love my fam and football,indianapolis ,429,426,8184,2009-04-19 00:49:28,2020-06-20 03:12:43,286,@SidneyPowell1 @GovAbbott @realDonaldTrump @DallasGOP @JudgeClayJ @DallasCountyHe1 @DallasCounty @molmccann @market_raven @GOPbuzz1 I live in a blue state with mandatory masks and guess what—- I STILL GOT COVID. They do NOT work and I feel it made me more vulnerable to the virus by lowering my immune system. It is not healthy breathing in your CO2. This is government control and nothing less.,[],"['@SidneyPowell1', '@GovAbbott', '@realDonaldTrump', '@DallasGOP', '@JudgeClayJ', '@DallasCountyHe1', '@DallasCounty', '@molmccann', '@market_raven', '@GOPbuzz1']",live blue state mandatory mask guess what— still get covid work feel make vulnerable virus lower immune system healthy breathing government control nothing less,,"[{'score': 0.741891, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,,
LordofWentworth,"a founder member of the upper one-hundredth part and former celebrity prime minister. lover of exciting times, truffles and vintage technology.",panama,5237,9342,75108,2016-03-22 09:43:59,2020-06-21 02:26:06,456,"“Kellyanne Conway...called reports of a White House official referring to COVID-19 as the ‘kung flu’ virus ‘HIGHLY OFFENSIVE’ ... ‘I'd like to know who they are. But hold on, you can't just say that and not name them. Tell us who it was.’”

March 18, 2020

https://t.co/Zi24Xrqyl1 https://t.co/Dq95baSzT6",[],[],"“kellyanne conway...called report white house official refer ‘kung flu’ virus ‘highly offensive’ ‘i'd like know hold can't say name tell was.’”

march","[{'sentence_id': 0, 'text': ""“kellyanne conway...called report white house official refer ‘kung flu’ virus ‘highly offensive’ ‘i'd like know hold can't say name tell was.’”"", 'tones': [{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'march', 'tones': []}]","[{'score': 0.816179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Quickman112,"19

discord: progsymphony #8552",n.a,372,62,8314,2015-07-31 23:46:43,2020-06-23 01:08:00,41138,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
45HarisonHarold,tampering with this acct will result in severe punishment by the most high god.our weapons are not carnal but mighty thru god for pulling down strongholds.2cor,"queens, ny",7693,11823,24292,2018-08-05 21:22:21,2020-06-22 02:12:49,10,"Nursing homes push for lawsuit immunity as COVID-19 deaths top 20,000 - Chicago Tribune

Look who exempted NH in NY from liability. 

#Cuomo 

Look who wrote the legislation.  https://t.co/uOE7FQe2wu",[],[],"nursing home push lawsuit immunity death top chicago tribune

look exempt nh ny liability 

 

look write legislation","[{'sentence_id': 0, 'text': 'nursing home push lawsuit immunity death top chicago tribune', 'tones': [{'score': 0.61291, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'look exempt nh ny liability ', 'tones': [{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': ' ', 'tones': []}, {'sentence_id': 5, 'text': '', 'tones': []}, {'sentence_id': 6, 'text': 'look write legislation', 'tones': [{'score': 0.561593, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]","[{'score': 0.537681, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
AwakenSoldiers,“freedom must never be taken for granted. securing our freedom demands a high price — and that price requires hard work and sacrifice.” ~ @genflynn,blue ridge mountains 🏔🕯️,486,314,1924,2020-05-08 02:37:27,2020-06-22 01:40:28,122,"Gov Whitmer declined nursing home leader's idea to put COVID-19 patients in vacant centers. Three days after the confirmation of first COVID-19 case, the state's nursing home association leader sent a letter to Whitmer's that empty facilities should be used as quarantine centers https://t.co/Tepz7kDSUi",[],[],gov whitmer decline nursing home leader's idea put patient vacant center three day confirmation first case state's nursing home association leader send letter whitmer's empty facility use quarantine center,,"[{'score': 0.893507, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
BLR___,mechanical engineer || #raidernation || 🇵🇷,n.a,317,347,22008,2011-10-15 00:20:35,2020-06-20 02:52:47,25311,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
D_morb,bay area born and raised. i like sports and i dabble in commercial real estate. #onegoodday #everybodyloveeverybody,san francisco,253,142,8670,2011-01-11 18:09:27,2020-06-22 03:39:23,42900,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,,
BsNvMe2,mother of four amazing black women ❤️❤️❤️❤️stop the vilification of black bodies! #khive #blm #sussexsquad #teampetty4joe #steelernation,n.a,1590,521,27910,2018-04-10 23:36:22,2020-06-23 01:08:20,7647,"BREAKING: Florida surpassed 100,000 reported COVID-19 cases overnight",[],[],break florida surpass report case overnight,,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.859692, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,1.0,,
paigejlaw,"yale ‘21 | girls nation 2016 | president emeritus, disability empowerment for yale (defy) | editor in chief, yale state and local policy review",kansas,347,453,879,2014-03-26 01:01:26,2020-06-23 01:27:35,1257,"If you’ve had COVID-19, your plasma can literally save lives. 
To find out how to donate, go to https://t.co/RUNZ3BKX8u. 
Let’s work together to take down COVID-19. 
#TheFightIsInUs https://t.co/9X476qUjRW",[],[],"you’ve plasma literally save life 
to find donate go 
let’s work together take","[{'sentence_id': 0, 'text': 'you’ve plasma literally save life ', 'tones': [{'score': 0.944551, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'to find donate go ', 'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'let’s work together take', 'tones': []}]","[{'score': 0.972143, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
LisaBlanton12,n.a,n.a,389,143,5080,2016-10-13 06:25:52,2020-06-22 01:36:50,42,"NewQ
...HOW IS IT POSSIBLE SELECT [D] GOVERNORS THOUGHT IT WAS 'SAFE' TO PUSH COVID-19 POSITIVE ELDERLY PATIENTS BACK INTO NURSING HOMES [HOT ZONES]?
WHY WOULD THIS BE DIRECTED IF HOSPITALS [+US NAVY MEDICAL SHIPS [NYC-CA] +ERECTED CARE FACILITIES] HAD MORE THAN 70% CAPACITY?
...",[],[],"newq
...how possible select governor think safe push positive elderly patient back nurse home hot zones]?
why would direct hospital navy medical ship nyc-ca erect care facility capacity?
","[{'sentence_id': 0, 'text': 'newq', 'tones': []}, {'sentence_id': 1, 'text': '...how possible select governor think safe push positive elderly patient back nurse home hot zones]?', 'tones': [{'score': 0.802757, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'why would direct hospital navy medical ship nyc-ca erect care facility capacity?', 'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.866215, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
JukasoLtd,"jukaso pest control pvt ltd.
we are pest control & sanitization  service provider in india.we have best ,professional & experienced team.",n.a,3,0,3,2020-06-03 03:22:54,2020-06-21 03:42:41,0,"Wishing you a peaceful and healthy life on International Yoga Day. Yoga is like music. The rhythm of the body, the melody of the mind and harmony of the soul creates the symphony of life. Have a Happy Yoga Day! It is also successful in avoiding Corona Virus.
#pmoindia 
 #YogaDay https://t.co/d30f5qoUyH","['pmoindia', 'yogaday']",[],"wish peaceful healthy life international yoga day yoga like music rhythm body melody mind harmony soul create symphony life happy yoga day also successful avoid corona virus.
",,"[{'score': 0.945749, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
FASHedgehog,"not very special, just being me. wwg1wga !","nevada, usa",45,4,218,2019-09-13 18:19:04,2020-06-21 04:10:53,1957,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,,
GeorgiaPeach177,i suffer from depression and anxiety...i have my good days and my bad days...other than that i'm sweet and can make people laugh.😊😘,"austell, ga",2152,443,31037,2008-10-16 07:39:14,2020-06-23 01:27:08,65,"Despite his wife of 74 years succumbing to the virus, this veteran was determined to beat COVID-19. https://t.co/6Z4tCDug5s",[],[],despite wife year succumb virus veteran determine beat,,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
