index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,analytical,fear,sadness,anger,confident,tentative,joy
763,debrajohnigk12,n.a,n.a,67,128,17856,2014-12-08 13:36:56,2020-06-22 02:11:28,37,@AndyOstroy @realDonaldTrump Especially with bungled Covid-19 response. How many will needlessly die🤔 #TrumpHasNoPlan https://t.co/NW7TPnY1SA,['trumphasnoplan'],"['@AndyOstroy', '@realDonaldTrump']",especially bungle response many needlessly die🤔,,"[{'score': 0.790571, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.873624, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
764,Krickette01,n.a,n.a,486,483,132385,2010-02-03 01:47:55,2020-06-21 02:43:19,64,"120 thousand Americans have died because of Trump's arrogance and ineptitude at responding to Covid. So naturally, he's now making racist jokes about the virus. 

God help us all.",[],[],"thousand american die trump's arrogance ineptitude respond covid naturally he's make racist joke virus 

god help","[{'sentence_id': 0, 'text': ""thousand american die trump's arrogance ineptitude respond covid naturally he's make racist joke virus "", 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'god help', 'tones': [{'score': 0.54525, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]",[],,,,,,,
765,itsrealnikhilkr,"student of political science in du|literary captain on storymirror| author on ijr|
#writingcommunity
https://t.co/s2emdzyp5k","new delhi, india",256,223,1109,2017-06-26 15:42:08,2020-06-23 01:28:20,0,"China hide information and data about chinese virus
Chine hid no. of casualties over Galwan Valley conflict
China hide 1989 incident 
.

Few years later

World Hide China
#BanChineseProducts
@realChandragupt @itsrealsonam @Wangchuk66 @Hemantg35316302 @ranq12 @",['banchineseproducts'],"['@realChandragupt', '@itsrealsonam', '@Wangchuk66', '@Hemantg35316302', '@ranq12']","china hide information data chinese virus
chine hid casualty galwan valley conflict
china hide incident 
.

few year later

world hide china

","[{'sentence_id': 0, 'text': 'china hide information data chinese virus', 'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'chine hid casualty galwan valley conflict', 'tones': [{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'china hide incident ', 'tones': []}, {'sentence_id': 3, 'text': '.', 'tones': []}, {'sentence_id': 4, 'text': 'few year later', 'tones': []}, {'sentence_id': 5, 'text': '', 'tones': []}, {'sentence_id': 6, 'text': 'world hide china', 'tones': []}]","[{'score': 0.573521, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,
766,cmike1,uom tiger alum 🐅 | engineering technology,lakeland tn,159,108,6058,2009-05-02 21:42:53,2020-06-21 03:28:10,881,"President Trump used a racist term during his Tulsa rally to refer to coronavirus, which he has previously referred to as the ""Chinese virus"" https://t.co/tdyUBGckdo",[],[],president trump use racist term tulsa rally refer coronavirus previously refer chinese virus,,"[{'score': 0.874319, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
767,KingTownship,"community, commerce and culture.

*this account is not monitored 24/7. if you have questions about covid-19 and king's services and programs, visit https://t.co/5blxbcxicd.","king, ontario",134,2359,2994,2013-05-22 15:25:55,2020-06-22 02:10:55,4,"Today, there were 4 confirmed cases of #COVID19 received in #YorkRegion. We regretfully report a total of 236 COVID-19 related fatalities to date. We extend our deepest condolences to the family and loved ones of these individuals. For more info, visit https://t.co/4MtRhkieWW https://t.co/tkdXTx5wTM","['covid19', 'yorkregion']",[],today confirm case receive regretfully report total related fatality date extend deep condolence family love one individual info visit,,"[{'score': 0.912528, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.684573, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
768,HarjeetK17,n.a,n.a,61,11,3590,2011-07-24 20:58:50,2020-06-21 03:56:26,114,"Trump rally drinking game:

Sip-
ChYNa
Chinese Virus
Joe Biden
FAKE NEWS
CNN
Any stupid nicknames 

But...when he says “ALL LIVES MATTER,” you drink the WHOLE DAMN BOTTLE.",[],[],"trump rally drink game:

sip-
chyna
chinese virus
joe biden
fake news
cnn
any stupid nickname 

but...when say “all live matter,” drink whole damn bottle","[{'sentence_id': 0, 'text': 'trump rally drink game:', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'sip-', 'tones': []}, {'sentence_id': 3, 'text': 'chyna', 'tones': []}, {'sentence_id': 4, 'text': 'chinese virus', 'tones': []}, {'sentence_id': 5, 'text': 'joe biden', 'tones': []}, {'sentence_id': 6, 'text': 'fake news', 'tones': [{'score': 0.614357, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 7, 'text': 'cnn', 'tones': []}, {'sentence_id': 8, 'text': 'any stupid nickname ', 'tones': [{'score': 0.724222, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.994446, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 9, 'text': '', 'tones': []}, {'sentence_id': 10, 'text': 'but...when say “all live matter,” drink whole damn bottle', 'tones': [{'score': 0.545984, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]","[{'score': 0.538025, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,1.0,,,
769,Fava,n.a,n.a,112,195,29302,2007-03-03 05:18:56,2020-06-20 01:58:52,0,"@1BrianMusser @MartinHorney1 @CaseyCat @PeteThamel @RapSheet @YahooSports Gimme a break. The excess deaths are far MORE than 120k. 120,000 is the low-end estimate for deaths caused by COVID this year in the US. Stop minimizing this. The virus is deadly. It's far worse in the US than just about anywhere else because of Trump's incompetence.",[],"['@1BrianMusser', '@MartinHorney1', '@CaseyCat', '@PeteThamel', '@RapSheet', '@YahooSports']",gimme break excess death far low-end estimate death cause covid year stop minimize virus deadly far bad anywhere else trump's incompetence,,"[{'score': 0.677168, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.746925, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,1.0,
770,PhaedrusM42,"hubby, dad, software developer (mostily the evil empire), used to know something about physics",n.a,217,25,6470,2012-02-21 16:05:31,2020-06-21 02:20:02,9808,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
771,512ANDREW,n.a,"austin, texas",305,6,639,2015-04-04 19:40:32,2020-06-20 02:00:26,22840,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
772,TheMamaSavage,"maga 🇺🇸🇺🇸🇺🇸‼️💯💯 trump supporter. trump 2020 ⭕️🙌🏽 sooners fan wife of 1. mother of 2. former u.s. air force officer, more education than i need.",tulsa,2325,2943,13810,2009-04-04 22:45:32,2020-06-23 01:27:05,860,"As COVID-19 spread across the globe, many U.S. workers were hurt through no fault of their own.

As America recovers, President @realDonaldTrump won't allow blue-collar and middle-class workers to stay on the sidelines and be replaced by new foreign labor. https://t.co/A68ueVC88u https://t.co/tFRwGZE9jX",[],['@realDonaldTrump'],"spread across globe many u.s worker hurt fault own.

as america recovers president allow blue-collar middle-class worker stay sideline replace new foreign labor","[{'sentence_id': 0, 'text': 'spread across globe many u.s worker hurt fault own.', 'tones': [{'score': 0.745887, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'as america recovers president allow blue-collar middle-class worker stay sideline replace new foreign labor', 'tones': [{'score': 0.61476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.652723, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
773,kmorehouse29,"mother of 3 beautiful kids, registered nurse, legal nurse consultant, forensic nurse, life care planner, medicare set aside nurse, model. pandas and lyme mom.","dalton, ma",856,100,696,2018-09-29 17:41:45,2020-06-22 01:39:29,134,"States that Trump won in 2016 are showing increased covid-19 cases.
 What is the common denominator?",[],[],"state trump show increase cases.
 common denominator","[{'sentence_id': 0, 'text': 'state trump show increase cases.', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'common denominator', 'tones': []}]","[{'score': 0.747663, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
774,Unity_Coach,"we are one. conscious evolution of consciousness, deep thinker, truth seeker, world peace, meditation, mind, body, spirit, healer, happiness coach, engineer",n.a,4950,4422,111168,2015-07-20 03:07:34,2020-06-22 01:39:33,273,"We all need to do a “gut check” on whether or not we’ve been slacking off when it comes to taking proper precautions against COVID-19. Social distancing, wearing face coverings &amp; hand washing are just as important today as they were at the height of this pandemic. #lagov #lalege https://t.co/uZ2rILS2aK",[],[],need “gut check” whether we’ve slack come take proper precaution social distance wear face covering amp hand wash important today height pandemic,,[],,,,,,,
775,JoAnn99167659,"in god we trust, love america, the flag & constitution, #45 best ever president trump #maga #kag text woke to 88022
no dms !",n.a,11450,10989,142890,2019-07-18 02:40:38,2020-06-20 01:59:08,426,This damn Corona Virus is just Evil I tell you. 👿 https://t.co/IetDaqQqku,[],[],damn corona virus evil tell,,"[{'score': 0.771243, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,1.0,,,
776,Shcrai,18- black native american - nc - makeup artist - designer,"north carolina, usa",107,212,36289,2016-04-27 15:24:08,2020-06-22 02:12:33,8084,"BREAKING UPDATE:  Florida sets another daily record with 4,671 new reported COVID-19 cases.",[],[],break update florida set another daily record new report case,,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
777,edelvecchio2,financial advisor,"west orange, nj",31,7,317,2015-02-14 00:31:56,2020-06-22 02:09:56,0,@John_P_Carvalho @PeterNavarro45 President Trump does. He has been making jokes even with the press. I was watching the rally and saw the expression on his face and it was totally clear that he was joking. He was also being sarcastic since the media is saying COVID-19 cases are rising. Get a life!,[],"['@John_P_Carvalho', '@PeterNavarro45']",president trump making joke even press watch rally saw expression face totally clear joking also sarcastic since medium say case rise get life,,"[{'score': 0.636458, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.609545, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
778,arizzoc,"🇭🇳 • 🇮🇹 • 🇺🇸 • 🏳️‍🌈


proliferator of all things queer ••• i also took a 5 year break off twitter and now i regret coming back ••• cheers",delaware • san pedro sula,1002,197,2989,2009-10-05 21:08:19,2020-06-20 02:59:54,25264,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
779,VintageSol_,eiu alumna 👩🏾‍🎓 | pre-k teacher ✏️ | leo queen ✨,"chicago, il",227,226,11117,2014-05-01 17:33:37,2020-06-23 01:27:41,2935,niggas talmbout parties n im looking at these new COVID-19 cases like https://t.co/EbkBMoxpZn,[],[],nigga talmbout party im look new case like,,[],,,,,,,
780,Jake_JDM,"i’m 18, and i play too many racing games. spyker c8 aileron and nissan s14 stan. gamertag: extremejdm","ohio, usa",319,107,1834,2016-11-14 21:02:28,2020-06-21 04:16:46,446,"Trump-

Blacks: Thugs
Mexicans: Rapists
Muslims: Not welcome in America
Dreamers: National security threat
African countries: Shitholes
White Supremacists: Very fine people
Coronavirus: Chinese Virus
Black Lives Matter protesters: Domestic terrorists

Trump: Racist",[],[],"trump-

blacks thugs
mexicans rapists
muslims welcome america
dreamers national security threat
african country shitholes
white supremacist fine people
coronavirus chinese virus
black live matter protester domestic terrorists

trump racist","[{'sentence_id': 0, 'text': 'trump-', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'blacks thugs', 'tones': []}, {'sentence_id': 3, 'text': 'mexicans rapists', 'tones': [{'score': 0.572904, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 4, 'text': 'muslims welcome america', 'tones': []}, {'sentence_id': 5, 'text': 'dreamers national security threat', 'tones': [{'score': 0.756676, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 6, 'text': 'african country shitholes', 'tones': []}, {'sentence_id': 7, 'text': 'white supremacist fine people', 'tones': []}, {'sentence_id': 8, 'text': 'coronavirus chinese virus', 'tones': []}, {'sentence_id': 9, 'text': 'black live matter protester domestic terrorists', 'tones': []}, {'sentence_id': 10, 'text': '', 'tones': []}, {'sentence_id': 11, 'text': 'trump racist', 'tones': []}]",[],,,,,,,
781,Reenit,"mother of 3, love god, country, people, politics, & our u.s. military. tolerance & apathy are the last virtues of a dying society ~unknown  [trump 2020!!!]",♥ at the foot of the cross ♥,19831,19649,269912,2009-03-26 09:10:28,2020-06-21 02:20:11,811,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
782,Imhermela,alive and tweeting ✨,"central visayas, republic of the philippines",716,1561,22131,2015-04-02 03:26:19,2020-06-21 04:00:53,1382,huhuhu I really miss how life was before the corona virus 🥺👉🏼👈🏼,[],[],huhuhu really miss life corona virus,,"[{'score': 0.88846, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
783,HowardeMiller,the world's most interesting retired software and electronics engineer.,augusta ga,64,43,9528,2014-06-12 17:20:36,2020-06-22 02:30:48,0,"@RBReich I was thinking about embroidery ""maga"" on red ball caps with copper thread then advertising that you can't get COVID-19 while wearing one, but I suspect that it wouldn't be kosher.",[],['@RBReich'],think embroidery maga red ball cap copper thread advertising can't get wear one suspect kosher,,"[{'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,
784,infosec812,"devops, lean, agile practitioner and consultant. helping develop high performing teams @redhat","jeffersonville, in",230,305,3616,2009-12-19 16:21:08,2020-06-22 01:19:28,37573,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
785,ChampionMtager,"army veteran, maga patriot, christian, mother and wife","cleveland, tn",2410,4624,362103,2015-03-26 19:13:41,2020-06-21 02:44:18,1230,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
786,CostinCox,n.a,n.a,1281,168,3229,2017-05-11 22:34:09,2020-06-22 02:11:33,34,"Latest on COVID-19:

- Germany's virus reproduction rate has climbed significantly for a second day.

- Spain, one of the worst affected countries, has reopened its borders after 14 weeks.

Live updates👇

https://t.co/gFrBNAm1n2",[],[],"late germany's virus reproduction rate climb significantly second day.

 spain one worst affected country reopen border weeks.

live updates

","[{'sentence_id': 0, 'text': ""late germany's virus reproduction rate climb significantly second day."", 'tones': [{'score': 0.824794, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'spain one worst affected country reopen border weeks.', 'tones': []}, {'sentence_id': 2, 'text': 'live updates', 'tones': []}]",[],,,,,,,
787,bobbywhalen,"body building, spirituality and music.",calgary,99,79,2039,2011-04-02 21:03:29,2020-06-21 02:34:54,0,@juicedouble @CRZYSPZ @mandosoria81 @ChrisEvans Do you mind explaining to everyone why he can’t say the Expression Chinese Virus . Please fact check it’s not your opinion I’m interested in .,[],"['@juicedouble', '@CRZYSPZ', '@mandosoria81', '@ChrisEvans']",mind explain everyone can’t say expression chinese virus please fact check it’s opinion i’m interested,,"[{'score': 0.929993, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
788,ddungurobert,n.a,"kampala, uganda",796,98,3716,2010-05-15 18:21:33,2020-06-22 03:37:48,120,"Results from samples tested on 20 June 2020 confirm 7 new COVID-19 cases. Total confirmed cases are now 770. 

🔺2 truck drivers from Points of Entry: 1 from Elegu and 1 from Malaba

🔺5 are among contacts and alerts: 3 from Kyotera, 2 from Amuru",[],[],result sample test june confirm new case total confirmed case truck driver point entry elegu among contact alert kyotera amuru,,"[{'score': 0.949832, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
789,Schism_Games,welcome to schism games. check here for updates on the game we're developing.,n.a,453,262,721,2019-03-01 02:50:25,2020-06-21 02:29:23,330,"Trump-

Blacks: Thugs
Mexicans: Rapists
Muslims: Not welcome in America
Dreamers: National security threat
African countries: Shitholes
White Supremacists: Very fine people
Coronavirus: Chinese Virus
Black Lives Matter protesters: Domestic terrorists

Trump: Racist",[],[],"trump-

blacks thugs
mexicans rapists
muslims welcome america
dreamers national security threat
african country shitholes
white supremacist fine people
coronavirus chinese virus
black live matter protester domestic terrorists

trump racist","[{'sentence_id': 0, 'text': 'trump-', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'blacks thugs', 'tones': []}, {'sentence_id': 3, 'text': 'mexicans rapists', 'tones': [{'score': 0.572904, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 4, 'text': 'muslims welcome america', 'tones': []}, {'sentence_id': 5, 'text': 'dreamers national security threat', 'tones': [{'score': 0.756676, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 6, 'text': 'african country shitholes', 'tones': []}, {'sentence_id': 7, 'text': 'white supremacist fine people', 'tones': []}, {'sentence_id': 8, 'text': 'coronavirus chinese virus', 'tones': []}, {'sentence_id': 9, 'text': 'black live matter protester domestic terrorists', 'tones': []}, {'sentence_id': 10, 'text': '', 'tones': []}, {'sentence_id': 11, 'text': 'trump racist', 'tones': []}]",[],,,,,,,
790,chicola_nola,lawyer • immigrant • feminist • never again action committee #onevoice1 #ovhumanrights #ovfaf 🖇 #z1,lil weezyana,20821,22707,67539,2013-01-26 21:15:40,2020-06-21 03:38:30,3,"Why isn't there more being done to protect these people? Circumstance doesn't discount thr fact that these are people. This virus isn't gone &amp; it's endangering prisoners all over the country.
#OneV1
#OVINJUSTICE

COVID-19 cases jump at southern NM prison https://t.co/3THiO2Apmv",[],[],do protect people circumstance discount thr fact people virus go amp endanger prisoner case jump southern nm prison,,"[{'score': 0.580553, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.892669, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,1.0,,
791,HealthyFavorite,"healthy food mentor. passionate about a healthy body and a healthy mind. recipe videos, cooking tips, nutritional info, gardening info, books, shopping ...",usa,1181,1589,4198,2016-01-13 00:57:28,2020-06-22 01:21:02,0,Covid-19 is spiking quickly. Wise choices can protect your health and life. Stay home if you can. Wear a mask. Wear gloves. Be careful. Because we care about you!,[],[],spike quickly wise choice protect health life stay home wear mask wear glove careful care,,"[{'score': 0.64861, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.740384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,1.0
792,MenziesHealth,"menzies health institute queensland @menzieshealth - translating innovative health research into better health outcomes @griffith_uni, australia #mhiq","gold coast, queensland",325,1457,1720,2014-04-08 01:26:10,2020-06-23 01:28:18,0,"With new #COVID-19 cases arising in VIC, it's important to remember we're all still vulnerable to the virus and need to stay alert 🦠 Here is a great article by Queensland Health on everything you need to know about #coronavirustesting Read the article: 👉https://t.co/W8Ngy3MHMW https://t.co/E2urUGE2Vn","['covid', 'coronavirustesting']",[],new case arise vic important remember we're still vulnerable virus need stay alert great article queensland health everything need know read article,,"[{'score': 0.5979, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,,,,1.0
793,LynnTorrico,administration and sales for ebling media,n.a,357,126,2165,2013-05-22 17:58:25,2020-06-22 01:36:33,1,"Tune in to Press Pass tonight at 11 as we recap the week that was in sports, including the Belmont stakes and the Covid-19 outbreaks starting at some premier NCAA programs. Plus another install from our Champions 2020 segment. Tune in! @drivewithjack @RicoBeard @StephenM_Brooks https://t.co/wBYqSTaVxg",[],"['@drivewithjack', '@RicoBeard', '@StephenM_Brooks']",tune press pas tonight recap week sport include belmont stake outbreaks start premier ncaa program plus another install champion segment tune,,[],,,,,,,
794,MrFTMx,nonbinary transman showing off my body 🕺🕺subscribe and message me on https://t.co/lag8umekwq for requests 😘,canada,43,486,99,2019-08-28 22:48:04,2020-06-22 02:29:57,178093,"A little wake up call for all of you not wearing masks:

My cousin checked into the hospital Tuesday morning for body aches and chills. They tested her for COVID-19 and her results came back positive. She died yesterday morning around 4 a.m. of kidney failure. She was 23.",[],[],"little wake call wear masks:

my cousin check hospital tuesday morning body ache chill test result come back positive die yesterday morning around a.m kidney failure","[{'sentence_id': 0, 'text': 'little wake call wear masks:', 'tones': [{'score': 0.511502, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'my cousin check hospital tuesday morning body ache chill test result come back positive die yesterday morning around a.m kidney failure', 'tones': [{'score': 0.540835, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.643185, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.761262, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
795,MICHAELFBROOKS2,"love america and support the greatest president of my lifetime, #maga #kag #q #conservitive #2a #thegreatawakening #trump2020takedown #wwg1wga #wearethenewsnow",cebu city philippines,10971,10626,57063,2020-02-04 21:37:59,2020-06-22 02:33:19,1,How is it possible select [D] governors thought it was 'safe' to push COVID-19 positive elderly patients back into nursing homes [hot zones]? https://t.co/oF5JHf648v #Qanon #WeAreTheNewsNow #FactsMatter #WWG1WGA #WakeUpAmerica #UnitedNotDivided #SaveAmerica #GreatAwakening,"['qanon', 'wearethenewsnow', 'factsmatter', 'wwg1wga', 'wakeupamerica', 'unitednotdivided', 'saveamerica', 'greatawakening']",[],possible select governor think safe push positive elderly patient back nurse home hot zone,,"[{'score': 0.821444, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
796,bonnielevinthal,artist. professor. lives and works in philadelphia,"philadelphia, pa",321,72,273,2011-05-10 06:54:11,2020-06-20 02:04:54,22806,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
797,M2MASI,"a reformed christian., and a conservative through and through. am not interested in being politically correct. only interested in being correct.",n.a,823,140,2904,2010-09-28 13:30:51,2020-06-22 03:37:32,0,@BW Covid 19 is everywhere. Not only at the work places. The employees would have to prove that they got the virus at the workplace. Otherwise they have no case. And employees are not forced to return to work. They are free to take unpaid leave if they have no leave left.,[],['@BW'],covid everywhere work place employee would prove get virus workplace otherwise case employee force return work free take unpaid leave leave leave,,"[{'score': 0.733267, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
798,dmock70,🏳️‍🌈🐾🌊🏖️🐨when someone shows you who they are...believe them the first time...wear a mask..vote..,"seattle, wa",5001,3800,18088,2014-02-26 18:06:53,2020-06-20 02:47:23,25336,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
