level_0,index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,document_tone,sentences_tone
912,1913,thenry1969,my greatest blessings call me mimi,"new plymouth, id",69,14,1170,2009-04-20 00:25:10,2020-06-20 01:54:03,22891,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
913,1914,KitCorcoran,"firefighter, gamer, firearms enthusiast, mma livingroom coach, scuba wannabe, political red-ass. psn ammoburn",n.a,1256,596,15196,2012-02-23 23:54:18,2020-06-22 02:32:52,7,"Houston firefighter in ICU after testing positive for COVID-19, union says https://t.co/Fa7B8uCCHl https://t.co/iBD8YNySau",[],[],houston firefighter icu test positive union say,"{'tones': [{'score': 0.648141, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
914,1915,billyjackyl,"common sense and the truth!

you will know the truth, and the truth will set you free.
#maga #kag 🇺🇸  jmdfw1 on parler","texas, usa",1653,1335,53444,2014-02-11 18:51:11,2020-06-21 03:28:07,1807,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
915,1916,Lizbethjoy,maga - i am thankful for faith-filled prayers of humble believers giving god access to bring victory to pres.trump & the patriots in this war of good v. evil,n.a,5912,5734,265006,2009-05-15 17:31:52,2020-06-22 02:31:27,743,"Cabal driven COVID Lockdowns are being used to halt grand juries using 'close proximity' mandated restrictions and to halt travel of called witnesses allowing them to legally opt out with the ""I do not feel comfortable or safe traveling due to COVID-19 health concerns."" excuse.",[],[],cabal driven covid lockdown use halt grand jury use close proximity mandate restriction halt travel call witness allow legally opt feel comfortable safe travel due health concern excuse,"{'tones': [{'score': 0.858259, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
916,1917,AnnMascariola,god has a better plan for u💙,n.a,58,55,520,2019-06-11 07:04:46,2020-06-21 02:36:40,1004,huhuhu I really miss how life was before the corona virus 🥺👉🏼👈🏼,[],[],huhuhu really miss life corona virus,"{'tones': [{'score': 0.88846, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
917,1918,HidalgoCounty,"8th largest county in the state of texas, hidalgo county public affairs division","county seat: edinburg, tx",236,19357,7957,2008-10-31 20:15:59,2020-06-22 01:36:32,20,"Over the weekend, 133 new positive cases of COVID-19 were reported in Hidalgo County and another person died from complications from the disease. The total number of positive cases is now at 1,689.
 
The death involved a Mission man in his 50s with underlying medical conditions. https://t.co/1arjhlFiDS",[],[],"weekend new positive case report hidalgo county another person die complication disease total number positive case 
the death involve mission man underlie medical condition","{'tones': [{'score': 0.646035, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.988733, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.838983, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'weekend new positive case report hidalgo county another person die complication disease total number positive case ', 'tones': [{'score': 0.962982, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'the death involve mission man underlie medical condition', 'tones': []}]"
918,1919,AstuteCitizen,"les communications mary kelly communications services: very politically active ""speak truth to power"" constituent-citizen-taxpayer, disabled not disarmed!",canada,5002,1184,37610,2009-08-20 00:16:15,2020-06-22 02:10:19,0,How COVID-19 is impacting the global fashion industry https://t.co/iZGCyFuxJ4 via @LifeStyleRTE,[],['@LifeStyleRTE'],impact global fashion industry via,"{'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
919,1920,KnoFearMLP,but it refused ;-;,united states,43,20,17025,2018-12-05 21:30:32,2020-06-22 01:19:13,37578,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,"{'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
920,1921,genewest,n.a,n.a,39,15,2561,2009-06-17 19:15:11,2020-06-22 01:19:10,869,"DeSantis finally admits that rise in cases isn’t from more testing

But he blames young people: “You do hear reports of people who are just jam packed in there and that’s just not the way we’re going to do things”

Uh, didn’t you lobby for GOP convention? https://t.co/3w3QBiRRwW",[],[],"desantis finally admit rise case isn’t testing

but blame young people “you hear report people jam pack that’s way we’re go things”

uh didn’t lobby gop convention","{'tones': [{'score': 0.882865, 'tone_id': 'confident', 'tone_name': 'Confident'}]}","[{'sentence_id': 0, 'text': 'desantis finally admit rise case isn’t testing', 'tones': [{'score': 0.610216, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.686181, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'but blame young people “you hear report people jam pack that’s way we’re go things”', 'tones': [{'score': 0.502374, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'uh didn’t lobby gop convention', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
921,1922,irenethebean11,viva la vida. stay blessed. 🦋,texas ,261,611,21432,2012-07-27 21:51:53,2020-06-23 01:28:52,45166,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,"{'tones': [{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
922,1923,youngest_author,"govt. choice to realize the indian dream || fearless critic || आप मनुष्य को मार सकते हैं लेकिन उनके विचारों का कत्ल नहीं कर सकते ||

लेखक एवं राजनीतिक विचारक","navi mumbai, india",936,1720,6182,2013-01-08 10:27:50,2020-06-22 03:38:44,467,India will overtake China; survive COVID-19 crisis: BJP MP Subramanian Swamy https://t.co/v0oHmrSWkU via @NewIndianXpress,[],['@NewIndianXpress'],india overtake china survive crisis bjp mp subramanian swamy via,{'tones': []},
923,1924,Yves_Global,"ubc professor of political science, v20 chair, director emeritus, institute of asian research, global governance researcher and asia-focused political economist","vancouver, british columbia",1910,1582,3890,2016-08-27 03:16:29,2020-06-22 03:41:19,24,"US Covid-19 deaths are falling while new confirmed cases have increased in recent days. The question regarding this is:

a) Is the virus mutating to be less deadly?
b) Treatment better?
c) Other changes? https://t.co/OGim259DQj",[],[],"death fall new confirm case increase recent day question regard is:

a virus mutate less deadly?
b treatment better?
c change","{'tones': [{'score': 0.980951, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'death fall new confirm case increase recent day question regard is:', 'tones': [{'score': 0.973749, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'a virus mutate less deadly?', 'tones': []}, {'sentence_id': 3, 'text': 'b treatment better?', 'tones': []}, {'sentence_id': 4, 'text': 'c change', 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
924,1925,Lnonblonde,"• music industry executive • serve on boards of several non-profit orgs • held elected office 2x • #teampelosi #theresistance • hrc dem
#biden2020","silicon valley, ca",25114,34319,152984,2010-02-11 13:37:46,2020-06-23 01:28:46,405,"Florida has officially passed 100,000 positive cases for COVID-19, according to data released by the state Department of Health. https://t.co/UkWoAK4kmU",[],[],florida officially pass positive case accord data release state department health,"{'tones': [{'score': 0.654222, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.703409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.855313, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
925,1926,Wylie_H_Dallas,"guardian, city of dallas","dallas, texas",2578,4980,141309,2014-09-25 16:15:53,2020-06-22 03:40:21,873,"More than 119,000 Americans have died from covid-19. Why would this inspire jokes from this or any president? https://t.co/ydT06BfYgJ",[],[],american die would inspire joke president,{'tones': []},
926,1927,maggie79222399,i love president trump! he is the best president in my life time and there has been a few. we need to elect him for 4 more years. i am a mother and grandmother,"wisconsin, usa",1141,2555,203414,2018-08-18 02:57:42,2020-06-21 02:44:40,1229,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
927,1928,c_arstairs,asleep or dead • aqua ☉☾ leo ↑,she/her,64,58,3908,2017-09-18 14:54:14,2020-06-23 01:10:05,40453,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,"{'tones': [{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
928,1929,grouchontherun,not ok boomer. working on my footprint. bike before ice.,"winnipeg, manitoba",676,392,11712,2015-11-13 20:56:52,2020-06-22 03:21:00,42290,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,"{'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
929,1930,RustyMowery,"associate choreographer of kinky boots broadway, 2013 tony award winner for best musical, 2016 olivier oh, we also won the 2014 grammy best cast recording","37.3317, -122.0307",703,2035,50516,2009-03-01 19:36:18,2020-06-21 03:29:56,340,Waited 3 days in line outside to get into an empty arena and all I got was this lousy corona virus!,[],[],waited day line outside get empty arena get lousy corona virus,"{'tones': [{'score': 0.585628, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}",
930,1931,EllenSpivak,the arc of the moral universe will only bend if enough people grab hold of it & pull as hard as they can.  #resist 1 act every day #voteblue til the gop is gone,n.a,5001,4370,64066,2018-06-18 15:46:57,2020-06-23 01:28:26,0,"@JamesLindholm1 Scary indeed. Lung scans on mild case recoveries or even asymptomatic - young people - show damage that may make them ill all their lives.

Also heart and kidney problems, blood clots, strokes, and I even heard something about neonatal problems after COVID-19.",[],['@JamesLindholm1'],"scary indeed lung scan mild case recovery even asymptomatic young people show damage may make ill lives.

also heart kidney problem blood clot stroke even hear something neonatal problem","{'tones': [{'score': 0.595845, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.86591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.977898, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'scary indeed lung scan mild case recovery even asymptomatic young people show damage may make ill lives.', 'tones': [{'score': 0.585095, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.513082, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'also heart kidney problem blood clot stroke even hear something neonatal problem', 'tones': [{'score': 0.632519, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]"
931,1932,BeaudeanKeith,n.a,n.a,141,2,199,2019-10-08 22:24:58,2020-06-22 02:12:21,39746,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,"{'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
932,1933,JennieAHolland,✝️child of the one true god by perfect gift of jesus christ.pray 4 usa repentance+healing+for president’s safety🇺🇸air force k9mp vet tbi married kids+grands,united states,4827,4405,37266,2015-05-02 02:55:57,2020-06-22 03:39:09,5,"4493
They Knew: PA Health Official Moved Her Mom out of a Facility as COVID-19 Deaths Skyrocketed
21 Jun 2020 - 8:15:40 PM

""The health official responsible for overseeing nursing homes in Pennsylvania — where nearly 70 percent of the",[],[],"knew pa health official move mom facility death jun pm

""the health official responsible oversee nursing home pennsylvania nearly percent","{'tones': [{'score': 0.596122, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.902459, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'knew pa health official move mom facility death jun pm', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': '""the health official responsible oversee nursing home pennsylvania nearly percent', 'tones': [{'score': 0.515049, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]"
933,1934,DougJamesTaylor,paralegal licensee and commissioner of oaths. business professional with a finance - insurance - tech and hr background.,"oshawa, ontario",942,466,10276,2012-06-27 04:31:43,2020-06-22 03:22:03,0,"COVID-19 Antibodies Can Disappear After 2-3 Months, Study Shows ... https://t.co/M6kxtQWhIh",[],[],antibody disappear month study show,{'tones': []},
934,1935,MelvinG71,god fearing native ✝️ happily married and father of 4 😃 oregon grown 🌲#wwg1wga #kag2020,"oregon, usa",846,461,12730,2020-03-28 05:53:53,2020-06-21 03:24:16,98,"TRUMP ""Chinese Virus"" 🤣 https://t.co/wKvyHkqKqj",[],[],trump chinese virus,{'tones': []},
935,1936,snowbear1711,sovereign woman of god #wethepeople,n.a,618,520,17163,2019-05-05 19:42:04,2020-06-22 02:09:58,289,"Gov Whitmer declined nursing home leader's idea to put COVID-19 patients in vacant centers. Three days after the confirmation of first COVID-19 case, the state's nursing home association leader sent a letter to Whitmer's that empty facilities should be used as quarantine centers https://t.co/Tepz7kDSUi",[],[],gov whitmer decline nursing home leader's idea put patient vacant center three day confirmation first case state's nursing home association leader send letter whitmer's empty facility use quarantine center,"{'tones': [{'score': 0.893507, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
936,1937,LangDixon1991,"titans, braves & warriors fan, 80's nerd, @tennesseetech alum. engineer by trade. future day trader.","irving college, tn",3411,4419,169613,2012-08-10 04:00:20,2020-06-21 03:27:11,1680,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
937,1938,App_Brook,living shenanigan,"kansas, usa",158,95,3745,2016-08-23 00:49:53,2020-06-23 01:26:45,46234,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,"{'tones': [{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
938,1939,lenoraq_mp,"national federation party member of parliament and a proud daughter of dravuni, kadavu. tweets by staff.",fiji,100,3133,396,2018-11-23 11:58:42,2020-06-22 03:39:14,1,"Meet Shruti!

Shruti is a panellist on our webinar on 24 June 12-2pm ""Physical and Mental Health- Impact of COVID-19: Understanding and Exploring the new normal.""

Join Us! (GMT+12) Register here: https://t.co/kT5NUaTrKb &amp; join the conversation.

#RealCOVIDTalk #IntergenRealities https://t.co/fIieiUyCNc",[],[],"meet shruti!

shruti panellist webinar june physical mental health impact understand explore new normal.""

join register amp join conversation.

","{'tones': [{'score': 0.657488, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.98176, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'meet shruti!', 'tones': [{'score': 0.718896, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'shruti panellist webinar june physical mental health impact understand explore new normal.""', 'tones': [{'score': 0.965509, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'join register amp join conversation.', 'tones': [{'score': 0.649323, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]"
939,1940,janeo1717,"fashion is my life, not so much.","middletown, oh",173,124,1822,2013-11-28 18:30:28,2020-06-22 03:23:08,282,"We all need to do a “gut check” on whether or not we’ve been slacking off when it comes to taking proper precautions against COVID-19. Social distancing, wearing face coverings &amp; hand washing are just as important today as they were at the height of this pandemic. #lagov #lalege https://t.co/uZ2rILS2aK",[],[],need “gut check” whether we’ve slack come take proper precaution social distance wear face covering amp hand wash important today height pandemic,{'tones': []},
940,1941,albodden,n.a,"moss point, ms",399,100,11765,2010-06-23 20:19:28,2020-06-23 01:08:32,3672,"This is an incredibly misleading headline.

COVID-19 has an incubation period of 2-14 days.

Attributing a spike to Trump’s rally that happened less than 48 hours ago is misleading.

Let’s call this what it is - FAKE NEWS!

https://t.co/SiJGZEYlyU",[],[],"incredibly mislead incubation period days.

attributing spike trump’s rally happen less hour ago misleading.

let’s call fake news!

","{'tones': [{'score': 0.556616, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.948839, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.848841, 'tone_id': 'confident', 'tone_name': 'Confident'}]}","[{'sentence_id': 0, 'text': 'incredibly mislead incubation period days.', 'tones': [{'score': 0.539482, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'attributing spike trump’s rally happen less hour ago misleading.', 'tones': [{'score': 0.525929, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.8766, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'let’s call fake news!', 'tones': [{'score': 0.528732, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]"
941,1942,coopah,"my heart's fixed on the democratic way of doing things. i love my country and care about our citizens, so being a liberal is the godly way to be - and also wise",north carolina,18729,21717,328445,2009-08-22 14:27:43,2020-06-22 01:37:05,63,Did y’all know @camporossopizza has been providing meals to medical workers fighting COVID-19 and their families? Got to dine at this small business in Fort Mitchell today with supporters and volunteers. https://t.co/0uYR97ZNvr,[],['@camporossopizza'],y’all know provide meal medical worker fight family get dine small business fort mitchell today supporter volunteer,{'tones': []},
942,1943,KrisPaap,ph.d. 1999; j.d. may 2020,"east of milwaukee, wi",1328,468,68874,2012-01-30 01:49:59,2020-06-22 02:11:28,12,"We have your back in Milwaukee for @milwaukee2020 #DNC 
#Covid_19 https://t.co/2sD5WBLO9j https://t.co/5w4jSlLCIH","['dnc', 'covid_19']",['@milwaukee2020'],back milwaukee,{'tones': []},
943,1944,peggyjags,"progressive irish/english mother of 2 very unique men & married to a man who knows when 2 reign me in. travel,laugh,party & grab as much life as i go by.",n.a,5203,4740,68278,2009-06-21 20:07:32,2020-06-21 03:35:50,109,"The racism of ""Chinese Virus"" again from the guy who lied about #coronavirus repeatedly. https://t.co/7Jty1819u6",['coronavirus'],[],racism chinese virus guy lie repeatedly,"{'tones': [{'score': 0.610238, 'tone_id': 'anger', 'tone_name': 'Anger'}]}",
944,1945,naomivergaraa,acab,your heart,288,243,2470,2017-08-14 03:42:40,2020-06-20 02:47:58,25331,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
945,1946,sb_11,"chief reporter in amar ujala daily newspaper. living in dehradun.interested in reading books, befriending people,playing chess,chasing stories.",dehradun india,560,130,1534,2010-05-05 04:54:08,2020-06-22 02:14:20,12,"There have been instances where several visually impaired people were turned away by local implementation agencies involved in ration distribution because they couldn’t produce a ration card or an equivalent government document.

https://t.co/LKPy5EN8kL",[],[],"instance several visually impaired people turn away local implementation agency involve ration distribution couldn’t produce ration card equivalent government document.

","{'tones': [{'score': 0.592214, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
946,1947,Prabhan74898610,"just trying to do good,not busy","gaya, india",189,23,81,2020-02-14 17:11:01,2020-06-21 03:22:48,25,"We are app. ALP(FZR DIV
 presently undergoing training 
Due to corona virus our training has been postponed and stipend is also not being paid form 18th march onwards,
Kindly see it @RailMinIndia @GM_NRly
@drmfzr #alp_stipend_fzr https://t.co/0AT2V0ZRN4
@hmeena9461 https://t.co/wkxn3f4Ckc",[],"['@RailMinIndia', '@GM_NRly', '@drmfzr', '@hmeena9461']","app alp(fzr div
 presently undergo train 
due corona virus training postpone stipend also pay form march onwards,
kindly see","{'tones': [{'score': 0.799093, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'app alp(fzr div', 'tones': []}, {'sentence_id': 1, 'text': ' presently undergo train ', 'tones': [{'score': 0.944551, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'due corona virus training postpone stipend also pay form march onwards,', 'tones': [{'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'kindly see', 'tones': [{'score': 0.501586, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]"
947,1948,Agrimilk,ag consultant/scientist working to improve soil/plant/animal & human nutrition. its all about family-farming-travel-health-hunting- bikes- history & landrovers,nsw australia,2416,1386,8623,2010-12-04 22:05:09,2020-06-22 02:11:20,0,Statistical modeling from Sweden #COVID__19 https://t.co/OLiaJjsPV9,['covid__19'],[],statistical modeling sweden,{'tones': []},
948,1949,Ohlalove_,25. 🇲🇽🇺🇸. she/her. #blm,n.a,525,746,238230,2012-08-08 05:49:13,2020-06-23 01:26:51,79,@RexChapman I have a device that actually stops the spread of COVID-19 https://t.co/RBid4khKMU,[],['@RexChapman'],device actually stop spread,"{'tones': [{'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.904038, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
949,1950,RashidOffical11,"proud to be muslim 💓
loyal pakistani  🇵🇰
journalist✌",n.a,418,44,139,2020-02-11 19:50:32,2020-06-22 02:30:22,0,Corona virus after listening to Zartaj Gul’s bongi: #zartajgulwazir https://t.co/mNUI4A7rwM,['zartajgulwazir'],[],corona virus listen zartaj gul’s bongi,"{'tones': [{'score': 0.513127, 'tone_id': 'joy', 'tone_name': 'Joy'}]}",
950,1951,1ArdentPatriot,"hard working common sense american who is fed up with political corruption and msm biased news, i have chosen my side! #maga #donttreadonme #jesusislord #usn","illinois, usa",241,43,3674,2017-04-04 02:29:10,2020-06-21 03:44:39,1793,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
