index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,sadness,joy,tentative,confident,analytical,fear,anger
5922,blkbrn1952,don’t follow me if you don’t plan on voting for the democrats nominee in the general. getting rid of trump is to important.,usa,1178,870,59832,2013-10-25 17:33:23,2020-06-20 03:17:07,810,Trump's Tulsa rally should be called the COVID-19 rally because it will boost the virus more than Trump.,[],[],trump's tulsa rally call rally boost virus trump,,[],,,,,,,
5923,MonicaLorrainee,emergency department tech| future nurse 👩🏽‍⚕️💉,n.a,45,39,1227,2019-01-12 06:08:38,2020-06-23 01:08:09,26606,"Black Lives Matter. 
COVID-19 still exists. 
Arrest the cops who murdered Breonna Taylor. 
Defund the police. 
Fund community org &amp; education.
Find Vanessa Guillén. 
Justice for Oluwatoyin Salau. 
Hold pedophiles &amp; rapists accountable. 

Thanks for coming to my TED talk.",[],[],"black live matter still exist 
arrest cop murder breonna taylor 
defund police 
fund community org amp education.
find vanessa guillén 
justice oluwatoyin salau 
hold pedophile amp rapist accountable 

thanks come ted talk","[{'sentence_id': 0, 'text': 'black live matter still exist ', 'tones': []}, {'sentence_id': 1, 'text': 'arrest cop murder breonna taylor ', 'tones': []}, {'sentence_id': 2, 'text': 'defund police ', 'tones': []}, {'sentence_id': 3, 'text': 'fund community org amp education.', 'tones': []}, {'sentence_id': 4, 'text': 'find vanessa guillén ', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'justice oluwatoyin salau ', 'tones': [{'score': 0.622945, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 6, 'text': 'hold pedophile amp rapist accountable ', 'tones': [{'score': 0.600355, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 7, 'text': '', 'tones': []}, {'sentence_id': 8, 'text': 'thanks come ted talk', 'tones': []}]",[],,,,,,,
5924,somewhatofachad,proud member of the meatshack,"denver, co",359,6,2588,2019-11-08 16:05:22,2020-06-22 03:38:28,1634,"NYC friends: My neighbor passed away due to covid-19 &amp; his two cats are in need of a new, loving home. Suzi (f, 11) &amp; Sammy (m, 8) are healthy, adorable kitties. It would be ideal for them to be adopted together. Please let me know if you're interested, or spread the word https://t.co/rsjTdaU6uX",[],[],nyc friend neighbor pass away due amp two cat need new love home suzi amp sammy healthy adorable kitty would ideal adopt together please let know interested spread word,,"[{'score': 0.683034, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
5925,lasfca,#teampatriot #unpaidprotester #rightmatters #bidenharris2020,"san francisco, ca",350,4730,125070,2007-07-17 23:42:44,2020-06-22 02:10:28,341,"It’s June 21, and the Trump admin is still sitting on nearly $14 billion we fought to provide for testing &amp; tracing

And now he's admitted he directed officials to slow testing to keep case numbers low when there’s a spike in COVID-19 cases in many states!
https://t.co/OHN2IxZ7Rz",[],[],"it’s june trump admin still sit nearly billion fought provide test amp tracing

and he's admit directed official slow test keep case number low there’s spike case many states!
","[{'sentence_id': 0, 'text': 'it’s june trump admin still sit nearly billion fought provide test amp tracing', 'tones': [{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ""and he's admit directed official slow test keep case number low there’s spike case many states!"", 'tones': [{'score': 0.544275, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.592138, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]","[{'score': 0.573203, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
5926,MoxieLi,the further a society drifts from truth the more it will hate those who speak it. - george orwell,n.a,485,1057,37491,2013-12-20 01:36:09,2020-06-22 01:22:23,74,Vice President Leni Robredo said that a jeepney phaseout now should not be pushed as drivers are already struggling with the effects of COVID-19 pandemic. | @GabrielLaluINQ https://t.co/IqfAfgWmvl,[],['@GabrielLaluINQ'],vice president leni robredo say jeepney phaseout push driver already struggle effect pandemic,,"[{'score': 0.723771, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.840228, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
5927,_Soblessd,1 of 1,minding my business,64,954,11778,2011-01-13 21:51:15,2020-06-21 04:05:50,5,Atlanta don’t know what a Corona virus is https://t.co/p5ZzE0vDXC,[],[],atlanta don’t know corona virus,,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5928,Serendipity8197,"💜 bts fan account 💜 jimin, jin, and jk biased 💜bts biased💜",🇺🇸,236,224,41219,2018-08-29 12:51:43,2020-06-23 01:27:50,45714,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
5929,IckkiKing,been motorcycle 🏍 ridin’ since 1966!,n.a,1766,1285,41578,2019-10-03 22:31:15,2020-06-21 03:21:32,640,"Breaking News: Covid Virus extremely confused at #TrumpRallyFail. ""I'm really disappointed,"" said virus, ""we were going to spread it like warm butter tonight."" Virus adds, ""We'll work with what we got.""",['trumprallyfail'],[],break news covid virus extremely confused i'm really disappoint say virus go spread like warm butter tonight virus add we'll work get,,"[{'score': 0.654326, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
5930,ConorPWilliams,researcher/writer for @tcfdotorg. dad. some good bylines. absentee @flyinglionbeer brother. earnest. fallible. clumsy. opinions here solely/extremely mine.,"district of columbia, usa",812,4796,1321,2010-09-24 17:58:18,2020-06-22 02:32:12,2,Happy Fathers Day to all the great dads out there who are willing to change fatherhood as much as we've changed motherhood (not enough). Read this! Could COVID-19 Change Parenthood? https://t.co/XDUxNpmzil via @DissentMag,[],['@DissentMag'],happy father day great dad willing change fatherhood much we've change motherhood enough read could change parenthood via,,"[{'score': 0.823182, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,1.0,,,,
5931,chinemea1,davidson ‘22| lagos📍|ga📍| ✨more life✨,n.a,219,126,1135,2019-07-14 20:24:16,2020-06-23 01:27:14,46030,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
5932,Handonlegacies5,"i’m 21 spread love, not hate.",n.a,132,215,4259,2017-06-19 20:38:30,2020-06-21 03:56:25,66,me on my way to crush racism after trump called corona virus “kung flu” at his rally 🥰 https://t.co/Ptiep4DLwD,[],[],way crush racism trump call corona virus “kung flu” rally,,[],,,,,,,
5933,raiku132,n.a,n.a,2784,561,100948,2017-10-16 14:51:30,2020-06-21 02:47:37,1,@catturd2 @Alyssa_Milano Corona virus is so art it knows not to infect rioters and looters.. it only comes after MAGA loving Trump supporters.🤣😂,[],"['@catturd2', '@Alyssa_Milano']",corona virus art know infect rioter looter come maga love trump supporters.🤣,,"[{'score': 0.726768, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
5934,GurgunMine,n.a,n.a,832,936,118751,2014-06-17 21:05:31,2020-06-23 01:27:25,196,"Stop the fearmongering: Daily COVID-19 deaths in he U.S. have fallen dramatically since April, a trend that continued as state lockdowns were lifted. https://t.co/QLw5zH4sL9 via @reason",[],['@reason'],stop fearmongering daily death u.s fall dramatically since april trend continue state lockdown lift via,,"[{'score': 0.662865, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
5935,erikandjack,director of publicity for the georgia sea hawkers. i also like dogs.,"cumming, ga",1013,175,4577,2014-07-25 17:23:41,2020-06-21 04:19:48,0,"@EricTrump Dear Eric, there is currently a pandemic around the world called Covid. The death toll in the U.S. is over 100k so far. Social distancing is one of the best measures to combat the virus. If you get a second please Google it. Thank you!",[],['@EricTrump'],dear eric currently pandemic around world call covid death toll u.s far social distance one best measure combat virus get second please google thank,,"[{'score': 0.654648, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
5936,MaguSays,anime trash concierge | she/her | ✡️ | 日本語でok! | art @jewishanime | ffxiv: aoife asturmaux @ primal/exodus | more info in twpf,n.a,119,649,172733,2010-12-22 04:34:40,2020-06-22 02:14:03,974,"I've updated my S6 store with facemasks! All my 18 types of poképatterns are available, they're machine-washable and a portion of all proceeds will be donated to help the COVID-19 recovery effort. https://t.co/CgcMUg0TE8",[],[],i've update store facemasks type poképatterns available they're machine-washable portion proceeds donate help recovery effort,,[],,,,,,,
5937,catmsad,"i tweet about anime also can you......🥺👉👈 follow me 
#anitwt 
guy who's blocked by chance the rapper,",joe mama's house,2167,769,5013,2018-05-31 02:42:24,2020-06-20 02:53:50,0,Also don't panic im not sure im just pointing this tweet out there if I do die and if I do have the corona virus,[],[],also panic im sure im point tweet die corona virus,,"[{'score': 0.809047, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,1.0,
5938,RajendraRoat,tribal boy🏹 ⚔️son of mother india🇮🇳 📚 /tweet on current historical religion and political issue. supporter of humanity.,भारत ,6349,7747,9000,2013-06-13 08:53:43,2020-06-23 01:09:45,376,"Petrol and diesel prices have been raised for the 16th consecutive day during the period of unprecedented hardships that common people are facing due to #Covid_19. The central government should explain to the people, why prices are being hiked continuously for 16 days?",[],[],petrol diesel price raise consecutive day period unprecedented hardship common people face due central government explain people price hike continuously day,,"[{'score': 0.607945, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
5939,_CYchology,#junkterrorbill #oustduterte #blacklivesmatter #standwithhk #parasabayan #medikalhindimilitar,mnl,824,886,41706,2013-08-12 09:51:36,2020-06-22 03:23:30,4,Dr. @Teddybird: There's a misconception that GCQ will stop the virus. We're just slowing down the spread of COVID-19 so our health system can catch up,[],['@Teddybird:'],dr there's misconception gcq stop virus we're slow spread health system catch,,[],,,,,,,
5940,kathleensmith4,n.a,n.a,614,114,36568,2011-06-25 15:36:26,2020-06-21 02:38:30,1250,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,,
5941,tolatender,get *free tender alerts by email! go to our website to register at https://t.co/psyyadt5qj now! #tender,south africa,4759,6974,159380,2016-04-23 03:01:01,2020-06-22 02:31:49,0,"SANITISER VS SOAP: Soap cleans better in the war agai nst viruses! Read why here: https://t.co/71fBX2CCw0

 #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #Uyajola99","['coronavirussa', 'coronavirus', 'coronavirusinsa', 'covid19sa', 'southafricalockdown', 'lockdowninsa', 'lockdowninsouthafrica', 'uyajola99']",[],"sanitiser soap soap clean well war agai nst virus read 

",,[],,,,,,,
5942,weiyingsmile,mdzs took over my life in one short week,she/her • 22 • eng/中,386,244,11984,2019-06-06 06:07:41,2020-06-22 01:19:41,893,"I've updated my S6 store with facemasks! All my 18 types of poképatterns are available, they're machine-washable and a portion of all proceeds will be donated to help the COVID-19 recovery effort. https://t.co/CgcMUg0TE8",[],[],i've update store facemasks type poképatterns available they're machine-washable portion proceeds donate help recovery effort,,[],,,,,,,
5943,BarbourMadison,"it’s starting to scare me how much i like being alone. #uofl21 idk about my life. yes i’m depressed, but i’m also funny so it evens out 🤷🏾‍♀️ ‘i hate it here’","louisville, louisville",288,568,74121,2012-09-10 21:39:18,2020-06-23 01:27:44,45767,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
5944,Mikie_Mendoza,university of north texas.                                 $mikieoverhere,"grand prairie, tx",219,186,21209,2012-04-13 00:39:08,2020-06-20 02:03:12,22819,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
5945,FewingsBj,"cmhn/lived experience childhood trauma/depression. mental health care for all is primary health care right, as is choice! retweets/comments own!","victoria, australia",1271,1872,103376,2014-09-02 03:59:48,2020-06-22 03:20:09,2,@TasUnions  is asking for your views on the COVID-19 recovery. What are your priorities and what would you like to see on the Government agenda. The survey takes less than 10 minutes and your individual contribution will be completely confidential - https://t.co/lYGhd49dxe,[],['@TasUnions'],ask view recovery priority would like see government agenda survey take less minute individual contribution completely confidential,,[],,,,,,,
5946,DavidofJESUS,"send those who want to give thanks to jesus ​​/swift code: scblkrse, standard chartered first bank, korea seoul jingeon branch 648-85-003637  /  yi jung yon 이정연",south korea and u.s.a.,1630,798,17938,2011-02-06 10:03:25,2020-06-20 02:01:42,0,"@libe Spectacular fireball blazes across the night sky | ABC News https://t.co/mb6KIlRXMp Mystery news in criminal ABC stations.(ABC station in the United States, the den of criminal murders) Why now? How many people died and got infected with Corona Virus 19 today? You are only ......",[],['@libe'],spectacular fireball blaze across night sky abc news mystery news criminal abc stations.(abc station united state den criminal murder many people die get infected corona virus today,"[{'sentence_id': 0, 'text': 'spectacular fireball blaze across night sky abc news mystery news criminal abc stations.(abc', 'tones': []}, {'sentence_id': 1, 'text': 'station united state den criminal murder many people die get infected corona virus today', 'tones': [{'score': 0.661932, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]","[{'score': 0.662774, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
5947,LisaKeel9,"gramma, vet's daughter, vet's widow; common sense & i like to cuss; remove trump 🚫 dm  #votebluenomatterwho",arizona,7424,6824,75979,2017-11-26 07:11:07,2020-06-21 04:08:07,1,"Trump Uses Racist Terms 'Kung Flu' And 'Chinese Virus' To Describe COVID-19
https://t.co/ViOOSZpnQ4",[],[],trump use racist term kung flu chinese virus describe,,[],,,,,,,
5948,subratadash1,"hindu se hindustan
“अहिंसा परमो धर्मः,
धर्महिंसा तदैव च”।",india,272,311,18581,2013-08-17 13:32:20,2020-06-21 03:38:30,15,India is only country which is fighting with corona virus and the source of corona virus . 😊,[],[],india country fight corona virus source corona virus,,"[{'score': 0.509749, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
5949,eprnetwork,press release distribution since 2004,us,162,2043,241712,2008-08-04 15:20:18,2020-06-22 03:38:42,0,Eco-Friendly Furniture Market Analyzed: How to Business Impact of the Coronavirus (COVID-19) Outbreak - https://t.co/n6Ud4efNcQ,[],[],eco-friendly furniture market analyze business impact coronavirus outbreak,,"[{'score': 0.948998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5950,Safetyman979,n.a,republic of texas,275,81,1938,2011-06-08 02:31:15,2020-06-20 02:02:56,0,@DatLe @LinaHidalgoTX The moisture from your breath combined with the clogged mask will render it “useless” IF you come in contact with Covid and your mask traps it You become a walking virus dispenser.,[],"['@DatLe', '@LinaHidalgoTX']",moisture breath combine clogged mask render “useless” come contact covid mask trap become walk virus dispenser,,"[{'score': 0.506729, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
5951,PAK786ZEE,boxing ufc cricket football,n.a,2102,521,58925,2014-10-18 12:19:41,2020-06-23 01:26:42,183,"The Pakistan Cricket Board has confirmed three players – Haider Ali, Haris Rauf and Shadab Khan have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi on Sunday #ENGvPAK #Cricket #COVID19",[],[],pakistan cricket board confirm three player haider ali haris rauf shadab khan test positive player show symptom test rawalpindi sunday,,"[{'score': 0.735673, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
5952,legaleagle1952,attorney🇺🇸⚜️🦜#ruleoflaw #unhackthevote #taxreturns #guncontrol #savedemocracy #theresistance #magnitsky #fbr  no dms/lists🌊🌊🌊🌊 #impeach,n.a,12188,11147,139780,2017-01-22 18:51:53,2020-06-22 01:36:40,2,"🦠   Arizona COVID-19 case surge continues, setting care records  🦠

https://t.co/c1CsXyK5Tv",[],[],"arizona case surge continue set care record 🦠

",,"[{'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5953,afro_einstein,"|👻 afroeinstein | 🇳🇬| 1911 ♦️| be your best, pray for the rest",n.a,453,556,6406,2011-12-15 10:05:37,2020-06-22 03:21:09,42287,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
5954,SmythJimmy,n.a,"belfast, ulster",260,112,3656,2013-04-20 22:16:22,2020-06-22 02:10:09,46,New post Dr. Andrew Kaufman Responds To Reuters Fact Check on COVID-19 Vaccine ... has been published on SGT ... - https://t.co/6j5aB8HZhz https://t.co/sAMdfeXR99,[],[],new post dr andrew kaufman respond reuters fact check vaccine publish sgt,,"[{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
5955,MargoHannon,"hcw, happy mammy, 
savecuisle campaigner and respite rights activist.",dublin,612,153,1832,2019-02-26 20:34:18,2020-06-22 01:38:45,0,"Early action helped nursing home group manage Covid-19 https://t.co/DukmV4X9l4

@SiCarswell 👏👏

 @CMOIreland should step down.
Infection prevention and control, it's standard guidelines. Yet #nphet waited until 50% + unknown community transmission b4 closing public NHs.",['nphet'],"['@SiCarswell', '@CMOIreland']","early action help nursing home group manage 

 

 step down.
infection prevention control standard guideline yet wait unknown community transmission close public nh","[{'sentence_id': 0, 'text': 'early action help nursing home group manage ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ' ', 'tones': []}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': ' step down.', 'tones': []}, {'sentence_id': 5, 'text': 'infection prevention control standard guideline yet wait unknown community transmission close public nh', 'tones': [{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]","[{'score': 0.884138, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
5956,kat70722,n.a,n.a,232,56,12120,2014-07-26 18:36:12,2020-06-21 03:16:13,1688,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,,
5957,aroo_mba,"professional human being/amateur filmmaker
sometimes i play video games (what is ssbu??)
first gen immigrant
- black lives matter -",nyc,76,42,1130,2020-01-07 19:17:10,2020-06-23 01:27:11,46048,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
5958,SouthGalMotifs,"owner of southern gal motifs, entrepreneur,  mompreneur, diyer, healthy lifestyle, woman of faith, true american, and hallmark & pintrest lover😙💋","petal, ms",128,146,7299,2017-01-15 07:15:19,2020-06-21 02:44:54,1226,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,,
5959,Mrs_Right_A,we are all equal and deserve equal rights &opportunities. i believe we all dream of the same future. let’s built it together #strongertogether #fbr,n.a,1492,768,18265,2016-10-18 03:27:37,2020-06-22 02:12:19,808,"JUST IN: 688 medical providers have signed a letter requesting @dougducey to mandate universal mask wearing in public. 😷 

‘There is sufficient, clear, scientific evidence that wearing masks is one way to decrease the spread of COVID-19....’ https://t.co/iwjQZ9GsRx",[],['@dougducey'],"medical provider sign letter request mandate universal mask wear public 

‘there sufficient clear scientific evidence wear mask one way decrease spread","[{'sentence_id': 0, 'text': 'medical provider sign letter request mandate universal mask wear public ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': '‘there sufficient clear scientific evidence wear mask one way decrease spread', 'tones': [{'score': 0.633873, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.855313, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]","[{'score': 0.617378, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.939384, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
5960,candacekellyto,"marine biologist w/ passion 4 traveling the world! sailing, prez @soamayanaddicts @beaddicts @gothamaddicts @strainaddicts @empireaddicts @graddicts @obaddicts",n.a,2701,2149,27648,2013-04-02 01:50:13,2020-06-23 01:28:54,27,"“Covid-19 is now spreading at an unacceptable rate in Texas and it must be corralled.” 

Texas Gov. Abbott detailed his plans to reduce the spread of coronavirus while also keeping the state open https://t.co/Pv60MeLMsl",[],[],"spread unacceptable rate texas must corralled.” 

texas gov abbott detail plan reduce spread coronavirus also keep state open","[{'sentence_id': 0, 'text': 'spread unacceptable rate texas must corralled.”', 'tones': [{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.897416, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'texas gov abbott detail plan reduce spread coronavirus also keep state open', 'tones': []}]","[{'score': 0.886384, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.877401, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
5961,Qwequ_macho,manchester united 🔴🔝,n.a,995,406,6360,2015-02-19 11:15:38,2020-06-23 01:27:51,73,So Ernesto Yeboah will be shamelessly trialled and ridiculled on this app by party foot soldiers whilst those party folks who actually broke the covid-19 safety protocols in the full glare of the media and the police present get away free to enjoy their election gifts? Democracy!,[],[],ernesto yeboah shamelessly trialled ridiculled app party foot soldier whilst party folk actually break safety protocol full glare medium police present get away free enjoy election gift democracy,,[],,,,,,,
5962,aatish4199,n.a,n.a,1,1,13,2020-06-20 02:25:23,2020-06-22 02:34:04,3,"@AKTU_Lucknow @HRDMinistry @Vineetkansal2 @AICTE_INDIA Sir please cancel exam we can attend exam during covid-19, otherwise we all will suffer from covid -19",[],"['@AKTU_Lucknow', '@HRDMinistry', '@Vineetkansal2', '@AICTE_INDIA']",sir please cancel exam attend exam otherwise suffer covid,,"[{'score': 0.654113, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
5963,Flblueskies,#blm 🌊 #biden2020 🌊# resist #protest 🌊#votebymail #floridademocrats 🌊,"tampa bay, florida",3690,3297,172160,2015-09-13 20:59:36,2020-06-20 02:58:41,25273,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
5964,luvjc317,handling it!,n.a,981,349,13752,2013-10-03 11:09:41,2020-06-21 03:40:20,10490,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
